Site,Participant_ID,RowNumber,session_id,attention,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,lposition,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
UniversityOfVirginia,62,879,7466719,3,357,330,354,351,348,345,342,339,336,333,5,5,2,4,6,6,1,7,2,4,1,7,4,8,7,6,7,7,2,This Stroop task has no feedback,2,1,1,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,2,2,2,0,1,2,1,2,1,2,5,1,0,-1,-1,2,1,3,2,2,4,4,2,2,2,3,1,1,2,1,3,6,1,5,4,1,6,4,7,7,1,2,8,2,6,1,41,10/6/14,DK,71,II-SR,20,5,A,Monday,5,Yes,Leaned on doorframe,9/1/14,12/5/14,95,1,1,0,0,0,0,6,0.5,0,3,0,1,1,0,0,0,0,1,1,4,68,520,3120,500,1,0,0,1,0,1,0.09,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Metal,239.9999932,21,34,10,15,14,13,12,11,26,33,NA,NA,36,35,20,18,19,23,24,25,22,2,32,21,17,16,16,18,28,30,37,31,27,0,29,9,6,8,7,20,8,5,3,5,4,1,2,10/6/14 12:02,10/6/14,12:02,10,6,14,61,67,10/6/14,10,6,14,61,67,9/1/14,9,1,14,31,32,0.368421053,0.368421053,Fail,5.5,6.5,5,3,1,2.933333333,6.5,3.833333333,2,3,6,1.25,HighPower,3,0,Credentials,Male,BestGrade,1,1,0,1,0,3,+,CommunalMale,Communal,MaleTarget,7,0.650793651,0,0
UniversityOfVirginia,43,666,7444171,5,357,330,354,351,348,345,342,339,336,333,6,3,2,6,2,6,5,3,5,6,2,3,2,7,4,5,6,7,6,This Stroop task has no feedback,1,1,1,1,1,2,3,3,3,3,3,2,3,2,4,4,2,2,3,3,1,2,1,2,1,0,1,2,2,2,1,2,5,1,0,-1,-1,3,2,3,2,4,4,4,2,1,4,4,1,2,1,1,6,6,3,3,3,3,6,4,7,6,3,1,9,2,5,1,41,9/25/14,DK,71,SR-II,10,6,A,Monday,5,Yes,,9/1/14,12/5/14,95,1,1,0,0,0,0,6,0.5,0,3,0,1,1,0,0,0,0,1,1,4,68,520,3120,500,1,0,0,1,0,1,0.09,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Metal,179.9999968,8,31,21,24,26,23,25,22,12,27,NA,NA,36,35,7,6,6,14,15,16,13,2,33,13,10,9,9,11,29,32,37,28,30,0,34,20,17,19,18,23,3,6,3,5,4,1,1,9/25/14 13:26,9/25/14,13:26,9,25,14,31,56,9/25/14,9,25,14,31,56,9/1/14,9,1,14,31,32,0.252631579,0.252631579,Pass,4.5,6,4.5,6,5,2.8,5.5,3.5,4,4,6,3,HighPower,4,0,Credentials,Female,BestGrade,1,0,1,1,1,4,+,CommunalMale,Communal,MaleTarget,5.8,0.317460317,0,0
TexasAandM,28,1241,7501768,4,357,330,354,351,348,345,342,339,336,333,7,4,1,5,5,5,3,5,5,6,5,6,3,7,6,6,7,6,5,This Stroop task has no feedback,2,1,1,1,1,2,2,2,4,3,2,2,3,3,4,3,2,2,3,4,2,2,0,1,2,1,1,2,1,1,2,2,5,1,0,-1,-1,2,2,3,2,2,4,4,3,2,4,4,1,1,4,1,1,5,3,4,4,3,5,4,6,6,5,1,7,2,5,2,6,10/21/14,bm,74,SR-II,20,7,B,Monday,4,Yes,"Cloudy. The second welcome page didn't load correctly (there were all codes on the screen), so I restarted her computer portion of the study.",9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,5,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,92.99999219,26,30,12,16,14,13,15,17,24,31,NA,NA,36,35,11,10,10,7,8,9,6,25,29,6,19,18,18,20,28,34,37,33,32,0,27,5,2,4,3,20,8,21,21,23,22,1,0,10/21/14 13:15,10/21/14,13:15,10,21,14,61,82,10/21/14,10,21,14,61,82,9/15/14,9,15,14,31,46,0.423529412,0.423529412,Fail,5,4,4,4.5,2.5,2.866666667,6,3.666666667,4,4,5,2.5,HighPower,3,0,Credentials,Male,BestGrade,0,0,0,1,1,2,-,CommunalMale,Communal,MaleTarget,6.4,0.484126984,0,0
TexasAandM,72,1339,7507241,2,358,332,355,352,349,346,343,340,338,335,5,4,2,5,1,7,5,6,5,6,5,6,6,7,7,7,8,7,4,This Stroop task has no feedback,1,1,1,1,1,2,2,3,3,4,2,3,3,3,4,4,4,4,3,4,2,1,0,3,2,1,3,1,2,2,1,2,5,1,0,-1,-1,3,2,3,1,3,4,3,2,1,4,3,1,1,4,1,6,5,3,4,4,4,6,4,7,7,6,1,8,2,4,1,6,10/23/14,es,74,SR-II,20,6,C,Friday,4,N/A,Had to be told to standup,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,5,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,233.9999969,8,33,2,6,4,7,5,3,15,31,NA,NA,36,35,10,9,9,21,22,23,20,19,28,19,25,24,23,26,30,27,37,29,34,0,32,14,11,13,12,23,18,23,16,18,17,1,1,10/23/14 13:22,10/23/14,13:22,10,23,14,61,84,10/23/14,10,23,14,61,84,9/15/14,9,15,14,31,46,0.447058824,0.447058824,Fail,4,5,4,6.5,3.5,3.2,5.5,3.666666667,4,3,5,2.75,HighPower,3,0,Credentials,Female,BestGrade,0,1,1,1,1,4,+,CommunalMale,Communal,MaleTarget,7.2,0.484126984,0,0
UCDavis,69,1849,7557045,2,320,336,333,390,399,366,330,303,309,306,8,4,7,5,3,4,3,5,5,5,3,3,4,6,8,7,7,6,2,This Stroop task has no feedback,1,1,1,1,1,3,2,2,3,2,3,3,4,3,3,2,3,4,4,3,1,1,1,1,2,2,2,2,1,2,1,2,5,1,0,-1,-1,2,2,4,2,3,2,2,2,2,3,4,2,4,4,2,3,6,3,3,4,4,4,3,6,6,5,1,10,2,5,4,1,11/13/14,NB,72,II-SR,10,5,B,Friday,3,No (1/4 incorrect),Person set clipboard on top of magazines on the table,10/2/14,12/12/14,71,1,1,1,1,0,0,6,0.5,0,5,0,1,1,1,1,0,1,1,1,3,31,2000,12000,700,0,1,0,1,1,1,0.23,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Metal,55.00000217,26,29,2,7,5,4,3,6,19,33,NA,NA,36,35,21,19,20,13,14,15,12,25,31,11,23,22,21,24,34,28,37,27,30,0,32,11,8,10,9,13,8,15,16,18,17,1,-2,11/13/14 15:58,11/13/14,15:58,11,13,14,92,105,11/13/14,11,13,14,92,105,10/2/14,10,2,14,61,63,0.591549296,0.591549296,Fail,4.5,4.5,4,5,4,2.8,6,3.166666667,3,4,6,3,HighPower,3,0,Credentials,Female,BestGrade,1,1,0,0,1,3,+,CommunalMale,Communal,MaleTarget,6.8,-0.015873016,0,0
UCDavis,76,2023,7573198,4,357,330,354,351,348,345,342,339,336,333,7,5,1,1,3,5,5,4,6,3,4,6,4,9,6,6,6,6,2,This Stroop task has no feedback,2,1,1,1,1,4,4,3,4,3,3,2,3,3,4,3,2,2,2,4,1,1,0,0,1,0,1,2,2,2,1,2,5,1,0,-1,-1,6,6,4,2,2,4,4,4,1,4,2,2,5,3,1,5,5,3,4,3,3,5,4,5,5,1,1,8,2,5,2,1,11/20/14,NB,72,SR-II,20,7,B,Friday,5,Yes,Participant decided to sit back down to do the survey instead of stnading up,10/2/14,12/12/14,71,1,1,1,1,0,0,6,0.5,0,5,0,1,1,1,1,0,1,1,1,3,31,2000,12000,700,0,1,0,1,1,1,0.23,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Metal,234.0000057,8,31,9,11,13,10,14,12,15,33,NA,NA,36,35,3,2,2,5,6,7,4,26,27,4,24,23,22,25,29,34,37,28,32,0,30,22,19,21,20,20,18,23,16,18,17,1,0,11/20/14 16:45,11/20/14,16:45,11,20,14,92,112,11/20/14,11,20,14,92,112,10/2/14,10,2,14,61,63,0.690140845,0.690140845,Fail,4,4.5,1.5,4,3.5,3.066666667,2,3.666666667,4,2,5,2.75,HighPower,4,0,Credentials,Male,BestGrade,1,1,1,1,1,5,+,CommunalMale,Communal,MaleTarget,6.6,0.484126984,0,0
IthacaCollege,132,2497,7641263,4,357,330,354,351,348,345,342,339,336,333,1,3,7,5,2,5,6,6,5,7,3,3,5,4,5,6,6,4,6,This Stroop task has no feedback,1,1,1,1,1,2,2,2,3,4,4,4,3,3,4,3,1,3,3,4,2,1,1,1,1,2,1,1,2,1,2,2,5,1,0,-1,-1,3,3,3,2,4,3,4,3,1,4,3,2,1,6,1,3,3,3,5,4,5,4,2,6,7,6,1,9,1,3,1,57,12/11/14,CH,72.5,SR-II,20,6,C,Friday,4,No (Missed 2),Lots of noise from class down the hall and next door being loud.,9/15/14,12/12/14,88,1,0,1,0,0,0,5,0.5,0,5,0,1,1,1,0,0,0,0,0,1,6,700,500,498,1,0,0,4,1,1,0.5,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,86.99999645,2,33,14,16,19,18,17,15,9,28,NA,NA,36,35,26,24,25,21,22,23,20,24,29,19,7,6,6,8,30,34,37,32,31,0,27,13,10,12,11,20,8,5,3,5,4,1,9,12/11/14 12:24,12/11/14,12:24,12,11,14,122,133,12/11/14,12,11,14,122,133,9/15/14,9,15,14,31,46,0.988636364,0.988636364,Fail,4.5,5,4,6.5,5.5,2.6,5,3.166666667,4,3,3,2.75,HighPower,3,0,Credentials,Female,BestGrade,0,1,1,1,1,4,+,CommunalMale,Communal,MaleTarget,5,-0.015873016,0,0
IthacaCollege,38,904,7469564,5,357,331,354,351,349,346,343,340,337,334,6,2,3,7,5,6,6,6,2,6,2,5,3,7,6,7,8,5,6,This Stroop task has no feedback,1,1,1,1,1,3,2,2,3,3,2,2,3,3,4,4,2,3,3,4,2,1,0,3,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,2,3,2,2,4,4,2,2,5,4,2,1,2,2,5,3,2,3,3,2,3,3,7,6,4,1,9,2,5,1,57,10/7/14,PH,72.5,II-SR,20,7,A,Friday,5,Yes,P sat on edge of desk to complete surveys (still held clipboard),9/15/14,12/12/14,88,1,0,1,0,0,0,5,0.5,0,3,0,1,1,1,0,0,0,0,0,1,6,700,500,498,1,0,0,4,1,1,0.5,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,118.9999989,18,29,2,6,4,7,3,5,13,31,NA,NA,36,35,9,8,8,15,16,17,14,22,30,13,20,19,18,21,32,33,37,28,34,0,27,26,23,25,24,13,3,23,10,12,11,1,0,10/7/14 12:19,10/7/14,12:19,10,7,14,61,68,10/7/14,10,7,14,61,68,9/15/14,9,15,14,31,46,0.25,0.25,Pass,5.5,6,6.5,4.5,4.5,3,5.5,3.833333333,5,4,3,2.5,HighPower,5,0,Credentials,Female,BestGrade,0,1,0,0,1,2,-,CommunalMale,Communal,MaleTarget,6.6,0.650793651,0,0
MontanaStateUniversity,35,797,7458538,4,360,333,357,354,351,348,345,342,339,336,3,2,1,7,5,6,5,5,1,6,3,5,2,8,7,9,7,7,5,This Stroop task has no feedback,1,1,1,1,1,3,4,4,4,4,2,2,4,3,3,3,3,2,2,3,2,1,0,2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,2,3,4,1,2,4,5,3,2,4,5,1,1,2,1,5,5,3,4,2,3,6,3,7,5,2,2,8,2,4,2,1,10/1/14,Cassandra P.,71,SR-II,10,6,C,Friday,3,N/A,"packet was numbered at bottom, I'm assuming that a part didn't show up on prev study. I don't believe that form was previously filled out, but I am not positive.",9/8/14,12/5/14,88,1,1,1,0,0,0,5,1,1,5,0,1,0,0,0,0,0,1,1,2,62,600,3000,600,1,0,0,1,0,0,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,81.00000008,26,28,10,13,15,14,12,11,2,30,NA,NA,36,35,17,16,16,23,24,25,22,18,31,21,20,19,19,21,32,33,37,27,34,0,29,6,3,5,4,13,8,15,7,9,8,1,7,10/1/14 20:31,10/1/14,20:31,10,1,14,61,62,10/1/14,10,1,14,61,62,9/8/14,9,8,14,31,39,0.261363636,0.261363636,Pass,5.5,5.5,7,4.5,4,3.2,5.5,4.166666667,4,5,5,3,HighPower,5,0,Credentials,Female,BestGrade,0,1,0,1,0,2,-,CommunalMale,Communal,MaleTarget,7.6,0.984126984,0,0
MontanaStateUniversity,61,950,7473184,4,357,330,354,351,348,345,342,339,336,333,10,1,10,1,2,6,6,6,7,6,3,6,2,9,5,3,9,3,6,This Stroop task has no feedback,2,1,1,1,1,3,2,2,4,2,2,2,3,4,4,3,3,4,4,4,1,1,0,3,2,0,1,2,2,2,2,2,5,1,0,-1,-1,4,4,2,1,4,3,5,1,1,3,4,1,1,1,1,2,7,5,5,4,1,5,3,6,6,1,2,11,1,4,1,3,10/8/14,Cassandra P.,78,II-SR,10,6,A,Friday,5,Yes,"Squirrel ran in ceiling, error message at end",9/8/14,12/5/14,88,1,1,1,0,0,0,5,1,1,5,0,1,0,0,0,0,0,1,1,2,62,600,3000,600,1,0,0,1,0,0,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,100.0000083,20,27,13,18,14,15,17,16,6,34,NA,NA,36,35,26,24,25,3,4,5,2,19,30,2,8,7,7,9,28,32,37,29,31,0,33,24,21,23,22,13,3,15,10,12,11,1,-6,10/8/14 19:48,10/8/14,19:48,10,8,14,61,69,10/8/14,10,8,14,61,69,9/8/14,9,8,14,31,39,0.340909091,0.340909091,Pass,6,5.5,1,6,4,3.2,4,3.666666667,3,4,7,2.25,HighPower,5,0,Credentials,Male,BestGrade,1,1,1,1,0,4,+,CommunalMale,Communal,MaleTarget,5.8,0.484126984,0,0
PacificLutheranUniversity,28,852,7461195,4,357,300,354,351,348,345,342,339,336,333,6,3,2,5,4,6,6,5,5,6,1,4,1,5,5,6,6,6,2,This Stroop task has no feedback,1,1,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,4,3,3,1,1,0,2,2,1,1,2,2,2,2,2,5,1,0,-1,-1,3,4,4,4,4,3,3,4,2,3,3,1,1,1,2,3,5,3,3,2,4,5,3,6,6,5,1,8,3,5,1,20,10/2/14,Hannah Megan,74,"SR, II",20,7,B,Friday,4,no (2 missed),Cant used their data/Non-consenting,9/15/14,12/12/14,88,1,1,1,0,0,0,5,0.5,0,5,0,1,1,1,0,0,0,0,1,2,18,165,750,105,1,0,0,3,1,0,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,128.9999956,7,31,17,18,22,21,20,19,16,34,NA,NA,36,35,15,14,14,24,25,26,23,6,32,22,9,8,8,10,29,30,37,33,27,0,28,5,2,4,3,20,3,5,11,13,12,1,1,10/2/14 22:39,10/2/14,22:39,10,2,14,61,63,10/2/14,10,2,14,61,63,9/15/14,9,15,14,31,46,0.193181818,0.193181818,Pass,6,6.5,4,5,5,2.8,4.5,2.666666667,3,3,5,3.5,HighPower,5,0,Credentials,Female,BestGrade,1,1,0,0,1,3,+,CommunalMale,Communal,MaleTarget,5.6,-0.515873016,0,0
UCRiverside,137,1710,7545615,4,357,330,354,351,348,345,342,339,336,333,10,1,1,2,4,6,7,4,6,6,4,4,5,6,4,7,4,5,2,This Stroop task has no feedback,1,1,1,1,1,2,2,2,3,3,2,3,3,3,4,4,2,3,3,4,1,1,1,2,1,0,1,2,1,2,2,2,5,1,0,-1,-1,3,3,4,2,3,3,2,2,2,4,4,1,1,3,2,3,2,2,4,4,3,6,2,7,7,5,1,8,2,5,4,3,11/7/14,DE/SP,74.4,II-SR,10,6,C,Monday,4,N/A,Participant took clipboard back to his seat to complete,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,118.9999989,26,29,13,15,14,16,18,17,23,27,NA,NA,36,35,25,23,24,20,21,22,19,5,31,18,11,10,10,12,34,28,37,32,30,0,33,9,6,8,7,13,3,15,2,4,3,1,-5,11/7/14 15:10,11/7/14,15:10,11,7,14,92,99,11/7/14,11,7,14,92,99,10/2/14,10,2,14,61,63,0.507042254,0.507042254,Pass,3.5,5,2,5,5.5,2.866666667,5,3.333333333,4,4,2,2.25,HighPower,4,0,Credentials,Female,BestGrade,1,1,0,0,1,3,+,CommunalMale,Communal,MaleTarget,5.2,0.150793651,0,0
UCRiverside,160,1860,7557399,5,357,330,354,351,348,345,342,339,336,333,3,5,3,2,6,6,5,7,5,4,2,4,2,5,3,3,6,2,4,This Stroop task has no feedback,1,1,1,1,1,4,4,3,4,4,2,2,4,3,4,4,3,3,4,4,1,2,0,2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,4,4,4,1,2,5,5,3,2,4,4,1,1,2,2,4,3,3,3,4,3,5,4,6,6,2,2,9,2,5,2,3,11/13/14,VM/KJ,74.6,SR-II,20,5,B,Monday,3,yes,particpant put the clipboard down on the table,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,170.0000008,16,33,2,4,6,3,5,7,17,32,NA,NA,36,35,23,21,22,12,13,14,11,15,31,11,9,8,8,10,28,29,37,30,27,0,34,21,18,20,19,20,3,23,24,26,25,1,7,11/13/14 19:06,11/13/14,19:06,11,13,14,92,105,11/13/14,11,13,14,92,105,10/2/14,10,2,14,61,63,0.591549296,0.591549296,Pass,6.5,6,2.5,3,4.5,3.6,4,4.333333333,4,4,3,2.75,HighPower,5,0,Credentials,Female,BestGrade,1,0,0,0,0,1,-,CommunalMale,Communal,MaleTarget,3.8,1.150793651,0,0
UCRiverside,225,2104,7581581,5,357,330,354,351,348,345,342,339,336,333,5,3,1,5,4,6,4,6,4,5,2,5,4,5,4,4,6,4,4,This Stroop task has no feedback,2,1,1,1,1,2,2,2,3,2,2,3,3,2,4,2,2,3,2,3,2,1,2,2,1,1,1,2,2,2,2,2,5,1,0,-1,-1,3,3,3,2,4,4,4,3,2,3,4,1,1,4,2,1,5,3,4,3,2,6,2,6,6,5,2,8,2,5,2,2,11/25/14,RH/JS,73.4,II-SR,10,6,B,Friday,4,"No, missed 1",Participant asked if he could sit down during the clipboard portion,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,240.9999954,13,29,7,9,11,8,10,12,18,27,NA,NA,36,35,20,18,19,3,4,5,2,6,33,2,25,24,23,26,30,31,37,34,28,0,32,17,14,16,15,13,8,15,21,23,22,1,3,11/25/14 17:11,11/25/14,17:11,11,25,14,92,117,11/25/14,11,25,14,92,117,10/2/14,10,2,14,61,63,0.76056338,0.76056338,Pass,5,6,4.5,4.5,3.5,2.466666667,5,3.333333333,3,4,5,2.5,HighPower,5,0,Credentials,Male,BestGrade,0,1,0,0,0,1,-,CommunalMale,Communal,MaleTarget,4.6,0.150793651,0,0
UCRiverside,246,2414,7613491,5,357,330,354,351,348,345,342,339,336,333,1,5,1,6,5,7,1,7,2,6,1,7,1,8,9,7,7,6,6,This Stroop task has no feedback,2,1,1,1,1,4,4,4,4,4,1,2,4,4,4,3,2,3,2,4,1,1,2,1,3,0,3,1,1,2,2,2,5,1,0,-1,-1,1,1,4,1,1,5,3,2,2,4,5,1,1,4,2,3,7,1,5,4,2,7,4,7,7,5,1,8,2,5,1,3,12/4/14,KJ/RH,75.3,II-SR,20,6,C,Friday,4,N/A,"Participant asked questions about clipboard survey, ""what do the arrows mean?""",10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,63.00000278,8,34,9,11,12,10,14,13,26,32,NA,NA,36,35,7,6,6,16,17,18,15,22,29,14,24,23,23,25,28,27,37,30,33,0,31,5,2,4,3,20,3,23,19,21,20,1,11,12/4/14 17:16,12/4/14,17:16,12,4,14,122,126,12/4/14,12,4,14,122,126,10/2/14,10,2,14,61,63,0.887323944,0.887323944,Pass,7,7,6,4.5,1,3.533333333,7,4.333333333,4,5,7,1.5,HighPower,3,0,Credentials,Male,BestGrade,1,1,0,0,1,3,+,CommunalMale,Communal,MaleTarget,7.4,1.150793651,0,0
UniversityOfToronto,25,710,7451397,4,357,330,354,351,348,345,342,339,336,333,1,6,7,6,3,4,5,6,5,5,2,5,3,5,8,7,4,6,6,This Stroop task has no feedback,1,1,1,1,1,2,2,2,4,4,4,4,4,3,4,4,1,4,2,4,1,2,0,2,2,0,1,2,1,2,2,2,5,1,0,-1,-1,3,3,2,3,4,3,2,4,2,4,4,1,1,2,2,6,5,2,3,3,4,3,2,5,4,4,2,10,2,5,1,96,9/29/14,KH,25.3,II-SR,10,6,A,Monday,5,Yes,very quick,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,5,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,90.99999676,12,33,2,5,6,7,4,3,14,28,NA,NA,36,35,23,21,22,19,20,21,18,13,31,17,25,24,23,26,30,34,37,27,29,0,32,11,8,10,9,16,23,6,15,17,16,1,10,9/29/14 12:30,9/29/14,12:30,9,29,14,31,60,9/29/14,9,29,14,31,60,9/22/14,9,22,14,31,53,0.098591549,0.098591549,Fail,5.5,5,4.5,5,4,2.8,5,2.333333333,4,4,5,3,HighPower,4,0,Credentials,Female,BestGrade,1,0,0,0,0,1,-,CommunalMale,Communal,MaleTarget,6,-0.849206349,0,0
